,i,j,clusters
1664,18,8,4
1665,18,9,5
1666,18,10,3
1667,18,11,4
1668,18,12,1
1669,18,13,4
1670,18,14,2
1671,18,15,3
1672,18,16,7
1673,18,17,13
1674,18,18,9
1675,18,19,35
1676,18,20,1
1677,18,21,1
1678,18,22,1
1679,18,23,1
1680,18,24,43
1681,18,25,37
1682,18,26,16
1683,18,27,1
1684,18,28,1
1685,18,29,1
1686,18,30,1
1687,18,31,1
1688,18,32,1
1689,18,33,34
1690,18,34,1
1691,18,35,8
1692,18,36,25
1693,18,37,8
1694,18,38,9
1695,18,39,15
1696,18,40,21
1697,18,41,1
1698,18,42,1
1699,18,43,21
1700,18,44,11
1701,18,45,31
1702,18,46,9
1703,18,47,5
1704,18,48,2
1705,18,49,12
1706,18,50,12
1707,18,51,2
1708,18,52,13
1709,18,53,29
1710,18,54,11
1711,18,55,8
1712,18,56,12
1713,18,57,12
1714,18,58,9
1715,18,59,10
1716,18,60,14
1717,18,61,31
1718,18,62,37
1719,18,63,1
1720,18,64,1
1721,18,65,1
1722,18,66,20
1723,18,67,1
1724,18,68,41
1725,18,69,1
1726,18,70,1
1727,18,71,1
1728,18,72,1
1729,18,73,23
1730,18,74,16
1731,18,75,9
1732,18,76,2
1733,18,77,6
1734,18,78,3
1735,18,79,3
1736,18,80,3
1737,18,81,3
1738,18,82,3
1739,18,83,4
1740,18,84,5
1741,18,85,3
1742,18,86,5
1743,18,87,5
1744,18,88,5
1745,18,89,4
1746,18,90,6
1747,18,91,6
1748,19,0,3
1749,19,1,3
1750,19,2,3
1751,19,3,6
1752,19,4,6
1753,19,5,5
1754,19,6,6
1755,19,7,6
1756,19,8,4
1757,19,9,5
1758,19,10,3
1759,19,11,3
1760,19,12,5
1761,19,13,3
1762,19,14,6
1763,19,15,2
1764,19,16,7
1765,19,17,1
1766,19,18,1
1767,19,19,43
1768,19,20,1
1769,19,21,1
1770,19,22,1
1771,19,23,1
1772,19,24,18
1773,19,25,19
1774,19,26,40
1775,19,27,1
1776,19,28,44
1777,19,29,1
1778,19,30,1
1779,19,31,37
1780,19,32,34
1781,19,33,1
1782,19,34,1
1783,19,35,29
1784,19,36,20
1785,19,37,1
1786,19,38,1
1787,19,39,1
1788,19,40,23
1789,19,41,45
1790,19,42,1
1791,19,43,1
1792,19,44,29
1793,19,45,25
1794,19,46,1
1795,19,47,6
1796,19,48,3
1797,19,49,8
1798,19,50,14
1799,19,51,1
1800,19,52,7
1801,19,53,12
1802,19,54,12
1803,19,55,10
1804,19,56,11
1805,19,57,10
1806,19,58,14
1807,19,59,14
1808,19,60,11
1809,19,61,34
1810,19,62,36
1811,19,63,35
1812,19,64,1
1813,19,65,1
1814,19,66,21
1815,19,67,15
1816,19,68,38
1817,19,69,1
1818,19,70,1
1819,19,71,1
1820,19,72,1
1821,19,73,1
1822,19,74,32
1823,19,75,28
1824,19,76,12
1825,19,77,2
1826,19,78,4
1827,19,79,2
1828,19,80,3
1829,19,81,4
1830,19,82,6
1831,19,83,5
1832,19,84,4
1833,19,85,5
1834,19,86,4
1835,19,87,4
1836,19,88,5
1837,19,89,6
1838,19,90,2
1839,19,91,3
1840,20,0,3
1841,20,1,7
1842,20,2,3
1843,20,3,5
1844,20,4,3
1845,20,5,2
1846,20,6,5
1847,20,7,4
1848,20,8,6
1849,20,9,5
1850,20,10,5
1851,20,11,7
1852,20,12,6
1853,20,13,1
1854,20,14,5
1855,20,15,1
1856,20,16,8
1857,20,17,37
1858,20,18,1
1859,20,19,1
1860,20,20,1
1861,20,21,1
1862,20,22,1
1863,20,23,1
1864,20,24,31
1865,20,25,40
1866,20,26,35
1867,20,27,1
1868,20,28,1
1869,20,29,27
1870,20,30,20
1871,20,31,11
1872,20,32,10
1873,20,33,10
1874,20,34,34
1875,20,35,38
1876,20,36,1
1877,20,37,22
1878,20,38,42
1879,20,39,44
1880,20,40,1
1881,20,41,23
1882,20,42,44
1883,20,43,1
1884,20,44,1
1885,20,45,7
1886,20,46,13
1887,20,47,2
1888,20,48,6
1889,20,49,13
1890,20,50,11
1891,20,51,29
1892,20,52,10
1893,20,53,2
1894,20,54,25
1895,20,55,29
1896,20,56,15
1897,20,57,19
1898,20,58,14
1899,20,59,11
1900,20,60,9
1901,20,61,10
1902,20,62,31
1903,20,63,18
1904,20,64,1
1905,20,65,1
1906,20,66,1
1907,20,67,35
1908,20,68,1
1909,20,69,1
1910,20,70,1
1911,20,71,1
1912,20,72,1
1913,20,73,1
1914,20,74,1
1915,20,75,1
1916,20,76,16
1917,20,77,1
1918,20,78,4
1919,20,79,4
1920,20,80,2
1921,20,81,13
1922,20,82,6
1923,20,83,3
1924,20,84,6
1925,20,85,6
1926,20,86,4
1927,20,87,1
1928,20,88,1
1929,20,89,1
1930,20,90,5
1931,20,91,6
1932,21,0,7
1933,21,1,25
1934,21,2,13
1935,21,3,3
1936,21,4,2
1937,21,5,3
1938,21,6,5
1939,21,7,4
1940,21,8,6
1941,21,9,5
1942,21,10,5
1943,21,11,6
1944,21,12,7
1945,21,13,1
1946,21,14,4
1947,21,15,13
1948,21,16,29
1949,21,17,1
1950,21,18,1
1951,21,19,1
1952,21,20,1
1953,21,21,1
1954,21,22,1
1955,21,23,20
1956,21,24,1
1957,21,25,1
1958,21,26,1
1959,21,27,1
1960,21,28,27
1961,21,29,15
1962,21,30,29
1963,21,31,9
1964,21,32,11
1965,21,33,20
1966,21,34,20
1967,21,35,1
1968,21,36,26
1969,21,37,1
1970,21,38,26
1971,21,39,33
1972,21,40,41
1973,21,41,1
1974,21,42,1
1975,21,43,1
1976,21,44,2
1977,21,45,6
1978,21,46,3
1979,21,47,7
1980,21,48,3
1981,21,49,6
1982,21,50,9
1983,21,51,1
1984,21,52,1
1985,21,53,1
1986,21,54,25
1987,21,55,1
1988,21,56,11
1989,21,57,11
1990,21,58,14
1991,21,59,34
1992,21,60,9
1993,21,61,1
1994,21,62,11
1995,21,63,20
1996,21,64,1
1997,21,65,1
1998,21,66,1
1999,21,67,1
2000,21,68,1
2001,21,69,37
2002,21,70,1
2003,21,71,1
2004,21,72,1
2005,21,73,1
2006,21,74,1
2007,21,75,1
2008,21,76,1
2009,21,77,11
2010,21,78,7
2011,21,79,5
2012,21,80,2
2013,21,81,25
2014,21,82,7
2015,21,83,3
2016,21,84,5
2017,21,85,4
2018,21,86,4
2019,21,87,5
2020,21,88,6
2021,21,89,3
2022,21,90,3
2023,21,91,6
2024,22,0,3
2025,22,1,2
2026,22,2,2
2027,22,3,3
2028,22,4,2
2029,22,5,4
2030,22,6,5
2031,22,7,6
2032,22,8,6
2033,22,9,6
2034,22,10,6
2035,22,11,6
2036,22,12,3
2037,22,13,4
2038,22,14,5
2039,22,15,10
2040,22,16,24
2041,22,17,1
2042,22,18,1
2043,22,19,1
2044,22,20,1
2045,22,21,33
2046,22,22,1
2047,22,23,37
2048,22,24,27
2049,22,25,32
2050,22,26,43
2051,22,27,1
2052,22,28,20
2053,22,29,11
2054,22,30,10
2055,22,31,19
2056,22,32,1
2057,22,33,17
2058,22,34,21
2059,22,35,1
2060,22,36,44
2061,22,37,1
2062,22,38,1
2063,22,39,1
2064,22,40,1
2065,22,41,1
2066,22,42,1
2067,22,43,9
2068,22,44,6
2069,22,45,6
2070,22,46,3
2071,22,47,25
2072,22,48,7
2073,22,49,2
2074,22,50,37
2075,22,51,1
2076,22,52,42
2077,22,53,44
2078,22,54,31
2079,22,55,2
2080,22,56,38
2081,22,57,1
2082,22,58,1
2083,22,59,17
2084,22,60,37
2085,22,61,25
2086,22,62,12
2087,22,63,11
2088,22,64,31
2089,22,65,37
2090,22,66,1
2091,22,67,1
2092,22,68,1
2093,22,69,1
2094,22,70,34
2095,22,71,1
2096,22,72,1
2097,22,73,1
2098,22,74,1
2099,22,75,1
2100,22,76,44
2101,22,77,40
2102,22,78,9
2103,22,79,3
2104,22,80,5
2105,22,81,3
2106,22,82,2
2107,22,83,3
2108,22,84,6
2109,22,85,5
2110,22,86,5
2111,22,87,3
2112,22,88,3
2113,22,89,2
2114,22,90,3
2115,22,91,5
2116,23,0,2
2117,23,1,3
2118,23,2,2
2119,23,3,3
2120,23,4,2
2121,23,5,6
2122,23,6,6
2123,23,7,3
2124,23,8,2
2125,23,9,3
2126,23,10,6
2127,23,11,2
2128,23,12,1
2129,23,13,1
2130,23,14,25
2131,23,15,37
2132,23,16,44
2133,23,17,1
2134,23,18,1
2135,23,19,1
2136,23,20,1
2137,23,21,17
2138,23,22,20
2139,23,23,35
2140,23,24,1
2141,23,25,23
2142,23,26,1
2143,23,27,18
2144,23,28,11
2145,23,29,9
2146,23,30,10
2147,23,31,1
2148,23,32,1
2149,23,33,1
2150,23,34,1
2151,23,35,1
2152,23,36,1
2153,23,37,1
2154,23,38,1
2155,23,39,42
2156,23,40,26
2157,23,41,1
2158,23,42,1
2159,23,43,15
2160,23,44,6
2161,23,45,7
2162,23,46,7
2163,23,47,25
2164,23,48,13
2165,23,49,14
2166,23,50,1
2167,23,51,26
2168,23,52,46
2169,23,53,23
2170,23,54,34
2171,23,55,1
2172,23,56,1
2173,23,57,1
2174,23,58,41
2175,23,59,1
2176,23,60,28
2177,23,61,9
2178,23,62,1
2179,23,63,1
2180,23,64,29
2181,23,65,34
2182,23,66,20
2183,23,67,1
2184,23,68,43
2185,23,69,27
2186,23,70,16
2187,23,71,37
2188,23,72,1
2189,23,73,1
2190,23,74,1
2191,23,75,1
2192,23,76,1
2193,23,77,1
2194,23,78,15
2195,23,79,1
2196,23,80,3
2197,23,81,4
2198,23,82,3
2199,23,83,13
2200,23,84,3
2201,23,85,6
2202,23,86,5
2203,23,87,6
2204,23,88,5
2205,23,89,5
2206,23,90,5
2207,23,91,5
2208,24,0,3
2209,24,1,3
2210,24,2,3
2211,24,3,5
2212,24,4,3
2213,24,5,5
2214,24,6,5
2215,24,7,5
2216,24,8,6
2217,24,9,3
2218,24,10,3
2219,24,11,5
2220,24,12,1
2221,24,13,6
2222,24,14,29
2223,24,15,1
2224,24,16,1
2225,24,17,1
2226,24,18,1
2227,24,19,1
2228,24,20,1
2229,24,21,20
2230,24,22,37
2231,24,23,1
2232,24,24,23
2233,24,25,43
2234,24,26,27
2235,24,27,20
2236,24,28,10
2237,24,29,8
2238,24,30,10
2239,24,31,37
2240,24,32,24
2241,24,33,17
2242,24,34,1
2243,24,35,1
2244,24,36,35
2245,24,37,44
2246,24,38,1
2247,24,39,46
2248,24,40,45
2249,24,41,1
2250,24,42,1
2251,24,43,1
2252,24,44,8
2253,24,45,13
2254,24,46,8
2255,24,47,13
2256,24,48,10
2257,24,49,1
2258,24,50,46
2259,24,51,30
2260,24,52,1
2261,24,53,1
2262,24,54,37
2263,24,55,22
2264,24,56,1
2265,24,57,1
2266,24,58,1
2267,24,59,1
2268,24,60,31
2269,24,61,8
2270,24,62,13
2271,24,63,13
2272,24,64,12
2273,24,65,16
2274,24,66,19
2275,24,67,18
2276,24,68,1
2277,24,69,1
2278,24,70,21
2279,24,71,15
2280,24,72,28
2281,24,73,43
2282,24,74,1
2283,24,75,1
2284,24,76,1
2285,24,77,1
2286,24,78,1
2287,24,79,19
2288,24,80,25
2289,24,81,5
2290,24,82,2
2291,24,83,25
2292,24,84,3
2293,24,85,3
2294,24,86,6
2295,24,87,6
2296,24,88,5
2297,24,89,2
2298,24,90,6
2299,24,91,6
2300,25,0,7
2301,25,1,7
2302,25,2,2
2303,25,3,4
2304,25,4,5
2305,25,5,6
2306,25,6,5
2307,25,7,1
2308,25,8,4
2309,25,9,5
2310,25,10,5
2311,25,11,5
2312,25,12,4
2313,25,13,25
2314,25,14,28
2315,25,15,22
2316,25,16,1
2317,25,17,1
2318,25,18,1
2319,25,19,1
2320,25,20,40
2321,25,21,28
2322,25,22,1
2323,25,23,1
2324,25,24,1
2325,25,25,27
2326,25,26,40
2327,25,27,34
2328,25,28,10
2329,25,29,7
2330,25,30,12
2331,25,31,16
2332,25,32,18
2333,25,33,24
2334,25,34,23
2335,25,35,23
2336,25,36,1
2337,25,37,1
2338,25,38,1
2339,25,39,1
2340,25,40,39
2341,25,41,33
2342,25,42,1
2343,25,43,43
2344,25,44,38
2345,25,45,12
2346,25,46,10
2347,25,47,1
2348,25,48,1
2349,25,49,1
2350,25,50,30
2351,25,51,41
2352,25,52,1
2353,25,53,1
2354,25,54,1
2355,25,55,22
2356,25,56,30
2357,25,57,1
2358,25,58,1
2359,25,59,30
2360,25,60,1
2361,25,61,11
2362,25,62,7
2363,25,63,25
2364,25,64,8
2365,25,65,29
2366,25,66,10
2367,25,67,15
2368,25,68,24
2369,25,69,1
2370,25,70,1
2371,25,71,18
2372,25,72,31
2373,25,73,21
2374,25,74,1
2375,25,75,1
2376,25,76,1
2377,25,77,1
2378,25,78,44
2379,25,79,18
2380,25,80,1
2381,25,81,6
2382,25,82,6
2383,25,83,7
2384,25,84,13
2385,25,85,4
2386,25,86,5
2387,25,87,3
2388,25,88,6
2389,25,89,7
2390,25,90,2
2391,25,91,3
2392,26,0,7
2393,26,1,2
2394,26,2,2
2395,26,3,6
2396,26,4,6
2397,26,5,2
2398,26,6,6
2399,26,7,4
2400,26,8,3
2401,26,9,2
2402,26,10,6
2403,26,11,4
2404,26,12,7
2405,26,13,11
2406,26,14,1
2407,26,15,1
2408,26,16,1
2409,26,17,1
2410,26,18,1
2411,26,19,1
2412,26,20,16
2413,26,21,1
2414,26,22,45
2415,26,23,1
2416,26,24,21
2417,26,25,1
2418,26,26,19
2419,26,27,12
2420,26,28,8
2421,26,29,40
2422,26,30,39
2423,26,31,1
2424,26,32,1
2425,26,33,1
2426,26,34,1
2427,26,35,1
2428,26,36,1
2429,26,37,41
2430,26,38,30
2431,26,39,1
2432,26,40,39
2433,26,41,45
2434,26,42,33
2435,26,43,30
2436,26,44,22
2437,26,45,28
2438,26,46,10
2439,26,47,8
2440,26,48,1
2441,26,49,1
2442,26,50,26
2443,26,51,1
2444,26,52,1
2445,26,53,44
2446,26,54,1
2447,26,55,1
2448,26,56,42
2449,26,57,33
2450,26,58,39
2451,26,59,44
2452,26,60,1
2453,26,61,1
2454,26,62,31
2455,26,63,25
2456,26,64,6
2457,26,65,13
2458,26,66,8
2459,26,67,34
2460,26,68,28
2461,26,69,17
2462,26,70,1
2463,26,71,1
2464,26,72,16
2465,26,73,19
2466,26,74,1
2467,26,75,1
2468,26,76,1
2469,26,77,1
2470,26,78,1
2471,26,79,1
2472,26,80,34
2473,26,81,13
2474,26,82,4
2475,26,83,6
2476,26,84,25
2477,26,85,7
2478,26,86,3
2479,26,87,2
2480,26,88,2
2481,26,89,3
2482,26,90,7
2483,26,91,7
2484,27,0,6
2485,27,1,2
2486,27,2,3
2487,27,3,6
2488,27,4,5
2489,27,5,5
2490,27,6,4
2491,27,7,6
2492,27,8,2
2493,27,9,2
2494,27,10,2
2495,27,11,2
2496,27,12,1
2497,27,13,37
2498,27,14,41
2499,27,15,1
2500,27,16,1
2501,27,17,1
2502,27,18,1
2503,27,19,19
2504,27,20,38
2505,27,21,1
2506,27,22,1
2507,27,23,1
2508,27,24,31
2509,27,25,10
2510,27,26,10
2511,27,27,1
2512,27,28,21
2513,27,29,1
2514,27,30,1
2515,27,31,1
2516,27,32,1
2517,27,33,1
2518,27,34,1
2519,27,35,1
2520,27,36,1
2521,27,37,1
2522,27,38,1
2523,27,39,1
2524,27,40,30
2525,27,41,39
2526,27,42,39
2527,27,43,1
2528,27,44,1
2529,27,45,1
2530,27,46,34
2531,27,47,8
2532,27,48,1
2533,27,49,1
2534,27,50,33
2535,27,51,23
2536,27,52,46
2537,27,53,1
2538,27,54,1
2539,27,55,1
2540,27,56,43
2541,27,57,1
2542,27,58,44
2543,27,59,1
2544,27,60,1
2545,27,61,1
2546,27,62,1
2547,27,63,1
2548,27,64,13
2549,27,65,13
2550,27,66,13
2551,27,67,34
2552,27,68,40
2553,27,69,38
2554,27,70,1
2555,27,71,1
2556,27,72,28
2557,27,73,12
2558,27,74,31
2559,27,75,39
2560,27,76,1
2561,27,77,1
2562,27,78,1
2563,27,79,39
2564,27,80,1
2565,27,81,1
2566,27,82,5
2567,27,83,6
2568,27,84,7
2569,27,85,7
2570,27,86,3
2571,27,87,3
2572,27,88,2
2573,27,89,2
2574,27,90,5
2575,27,91,5
2576,28,0,3
2577,28,1,7
2578,28,2,3
2579,28,3,6
2580,28,4,5
2581,28,5,1
2582,28,6,1
2583,28,7,5
2584,28,8,4
2585,28,9,6
2586,28,10,2
2587,28,11,1
2588,28,12,9
2589,28,13,35
2590,28,14,1
2591,28,15,1
2592,28,16,1
2593,28,17,43
2594,28,18,15
2595,28,19,29
2596,28,20,1
2597,28,21,1
2598,28,22,1
2599,28,23,21
2600,28,24,15
2601,28,25,12
2602,28,26,12
2603,28,27,9
2604,28,28,1
2605,28,29,1
2606,28,30,1
2607,28,31,1
2608,28,32,1
2609,28,33,1
2610,28,34,1
2611,28,35,1
2612,28,36,1
2613,28,37,1
2614,28,38,1
2615,28,39,1
2616,28,40,1
2617,28,41,39
2618,28,42,41
2619,28,43,1
2620,28,44,1
2621,28,45,1
2622,28,46,15
2623,28,47,13
2624,28,48,1
2625,28,49,1
2626,28,50,41
2627,28,51,1
2628,28,52,45
2629,28,53,1
2630,28,54,1
2631,28,55,1
2632,28,56,1
2633,28,57,1
2634,28,58,1
2635,28,59,1
2636,28,60,1
2637,28,61,46
2638,28,62,1
2639,28,63,33
2640,28,64,20
2641,28,65,8
2642,28,66,1
2643,28,67,1
2644,28,68,16
2645,28,69,1
2646,28,70,1
2647,28,71,1
2648,28,72,1
2649,28,73,34
2650,28,74,12
2651,28,75,1
2652,28,76,1
2653,28,77,1
2654,28,78,1
2655,28,79,1
2656,28,80,1
2657,28,81,19
2658,28,82,7
2659,28,83,3
2660,28,84,3
2661,28,85,2
2662,28,86,3
2663,28,87,2
2664,28,88,13
2665,28,89,3
2666,28,90,6
2667,28,91,2
2668,29,0,7
2669,29,1,3
2670,29,2,6
2671,29,3,5
2672,29,4,7
2673,29,5,6
2674,29,6,6
2675,29,7,2
2676,29,8,3
2677,29,9,3
2678,29,10,3
2679,29,11,1
2680,29,12,20
2681,29,13,43
2682,29,14,1
2683,29,15,1
2684,29,16,1
2685,29,17,17
2686,29,18,14
2687,29,19,20
2688,29,20,1
2689,29,21,1
2690,29,22,27
2691,29,23,36
2692,29,24,9
2693,29,25,25
2694,29,26,12
2695,29,27,25
2696,29,28,1
2697,29,29,1
2698,29,30,1
2699,29,31,1
2700,29,32,1
2701,29,33,1
2702,29,34,1
2703,29,35,1
2704,29,36,1
2705,29,37,1
2706,29,38,1
2707,29,39,1
2708,29,40,1
2709,29,41,1
2710,29,42,39
2711,29,43,1
2712,29,44,1
2713,29,45,1
2714,29,46,31
2715,29,47,10
2716,29,48,1
2717,29,49,1
2718,29,50,30
2719,29,51,32
2720,29,52,1
2721,29,53,43
2722,29,54,45
2723,29,55,46
2724,29,56,33
2725,29,57,1
2726,29,58,1
2727,29,59,1
2728,29,60,1
2729,29,61,39
2730,29,62,1
2731,29,63,1
2732,29,64,28
2733,29,65,8
2734,29,66,14
2735,29,67,31
2736,29,68,36
2737,29,69,1
2738,29,70,1
2739,29,71,17
2740,29,72,17
2741,29,73,18
2742,29,74,12
2743,29,75,31
2744,29,76,1
2745,29,77,1
2746,29,78,1
2747,29,79,1
2748,29,80,33
2749,29,81,18
2750,29,82,8
2751,29,83,4
2752,29,84,4
2753,29,85,6
2754,29,86,7
2755,29,87,6
2756,29,88,2
2757,29,89,6
2758,29,90,5
2759,29,91,6
2760,30,0,7
2761,30,1,2
2762,30,2,5
2763,30,3,5
2764,30,4,5
2765,30,5,6
2766,30,6,6
2767,30,7,7
2768,30,8,2
2769,30,9,3
2770,30,10,2
2771,30,11,12
2772,30,12,35
2773,30,13,1
2774,30,14,1
2775,30,15,1
2776,30,16,1
2777,30,17,31
2778,30,18,31
2779,30,19,1
2780,30,20,1
2781,30,21,1
2782,30,22,36
2783,30,23,10
2784,30,24,25
2785,30,25,7
2786,30,26,25
2787,30,27,8
2788,30,28,41
2789,30,29,1
2790,30,30,1
2791,30,31,1
2792,30,32,1
2793,30,33,1
2794,30,34,1
2795,30,35,1
2796,30,36,1
2797,30,37,1
2798,30,38,1
2799,30,39,1
2800,30,40,1
2801,30,41,1
2802,30,42,1
2803,30,43,1
2804,30,44,1
2805,30,45,1
2806,30,46,36
2807,30,47,31
2808,30,48,1
2809,30,49,1
2810,30,50,1
2811,30,51,32
2812,30,52,1
2813,30,53,1
2814,30,54,1
2815,30,55,1
2816,30,56,1
2817,30,57,1
2818,30,58,1
2819,30,59,45
2820,30,60,45
2821,30,61,30
2822,30,62,1
2823,30,63,44
2824,30,64,12
2825,30,65,37
2826,30,66,1
2827,30,67,1
2828,30,68,35
2829,30,69,15
2830,30,70,16
2831,30,71,38
2832,30,72,18
2833,30,73,37
2834,30,74,29
2835,30,75,9
2836,30,76,1
2837,30,77,1
2838,30,78,1
2839,30,79,1
2840,30,80,1
2841,30,81,1
2842,30,82,19
2843,30,83,3
2844,30,84,4
2845,30,85,7
2846,30,86,7
2847,30,87,5
2848,30,88,6
2849,30,89,2
2850,30,90,6
2851,30,91,4
2852,31,0,7
2853,31,1,3
2854,31,2,6
2855,31,3,5
2856,31,4,6
2857,31,5,6
2858,31,6,6
2859,31,7,3
2860,31,8,6
2861,31,9,3
2862,31,10,12
2863,31,11,11
2864,31,12,1
2865,31,13,1
2866,31,14,1
2867,31,15,1
2868,31,16,24
2869,31,17,25
2870,31,18,16
2871,31,19,1
2872,31,20,1
2873,31,21,18
2874,31,22,31
2875,31,23,34
2876,31,24,12
2877,31,25,34
2878,31,26,1
2879,31,27,1
2880,31,28,1
2881,31,29,1
2882,31,30,1
2883,31,31,1
2884,31,32,1
2885,31,33,1
2886,31,34,1
2887,31,35,1
2888,31,36,1
2889,31,37,1
2890,31,38,1
2891,31,39,1
2892,31,40,1
2893,31,41,1
2894,31,42,1
2895,31,43,1
2896,31,44,1
2897,31,45,46
2898,31,46,14
2899,31,47,8
2900,31,48,39
2901,31,49,1
2902,31,50,46
2903,31,51,1
2904,31,52,44
2905,31,53,46
2906,31,54,1
2907,31,55,22
2908,31,56,44
2909,31,57,1
2910,31,58,1
2911,31,59,1
2912,31,60,33
2913,31,61,1
2914,31,62,1
2915,31,63,40
2916,31,64,31
2917,31,65,22
2918,31,66,26
2919,31,67,43
2920,31,68,24
2921,31,69,11
2922,31,70,11
2923,31,71,19
2924,31,72,29
2925,31,73,10
2926,31,74,14
2927,31,75,1
2928,31,76,1
2929,31,77,1
2930,31,78,1
2931,31,79,1
2932,31,80,1
2933,31,81,33
2934,31,82,1
2935,31,83,1
2936,31,84,5
2937,31,85,7
2938,31,86,2
2939,31,87,5
2940,31,88,6
2941,31,89,2
2942,31,90,3
2943,31,91,7
2944,32,0,5
2945,32,1,6
2946,32,2,6
2947,32,3,6
2948,32,4,3
2949,32,5,3
2950,32,6,5
2951,32,7,5
2952,32,8,5
2953,32,9,3
2954,32,10,12
2955,32,11,19
2956,32,12,23
2957,32,13,1
2958,32,14,1
2959,32,15,46
2960,32,16,20
2961,32,17,10
2962,32,18,40
2963,32,19,21
2964,32,20,40
2965,32,21,15
2966,32,22,36
2967,32,23,36
2968,32,24,36
2969,32,25,1
2970,32,26,1
2971,32,27,1
2972,32,28,1
2973,32,29,1
2974,32,30,1
2975,32,31,1
2976,32,32,1
2977,32,33,1
2978,32,34,1
2979,32,35,1
2980,32,36,1
2981,32,37,1
2982,32,38,1
2983,32,39,1
2984,32,40,1
2985,32,41,1
2986,32,42,1
2987,32,43,1
2988,32,44,1
2989,32,45,1
2990,32,46,37
2991,32,47,25
2992,32,48,32
2993,32,49,1
2994,32,50,1
2995,32,51,1
2996,32,52,42
2997,32,53,1
2998,32,54,1
2999,32,55,30
3000,32,56,1
3001,32,57,43
3002,32,58,1
3003,32,59,43
3004,32,60,1
3005,32,61,1
3006,32,62,1
3007,32,63,12
3008,32,64,44
3009,32,65,1
3010,32,66,30
3011,32,67,44
3012,32,68,35
3013,32,69,16
3014,32,70,20
3015,32,71,16
3016,32,72,29
3017,32,73,25
3018,32,74,25
3019,32,75,7
3020,32,76,1
3021,32,77,11
3022,32,78,1
3023,32,79,1
3024,32,80,1
3025,32,81,1
3026,32,82,1
3027,32,83,14
3028,32,84,13
3029,32,85,2
3030,32,86,6
3031,32,87,2
3032,32,88,3
3033,32,89,6
3034,32,90,3
3035,32,91,2
3036,33,0,3
3037,33,1,3
3038,33,2,6
3039,33,3,4
3040,33,4,5
3041,33,5,6
3042,33,6,6
3043,33,7,5
3044,33,8,5
3045,33,9,2
3046,33,10,12
3047,33,11,18
3048,33,12,1
3049,33,13,1
3050,33,14,1
3051,33,15,1
3052,33,16,14
3053,33,17,31
3054,33,18,1
3055,33,19,1
3056,33,20,9
3057,33,21,34
3058,33,22,18
3059,33,23,28
3060,33,24,1
3061,33,25,1
3062,33,26,1
3063,33,27,1
3064,33,28,1
3065,33,29,1
3066,33,30,1
3067,33,31,1
3068,33,32,1
3069,33,33,1
3070,33,34,1
3071,33,35,1
3072,33,36,1
3073,33,37,1
3074,33,38,1
3075,33,39,1
3076,33,40,1
3077,33,41,1
3078,33,42,1
3079,33,43,1
3080,33,44,1
3081,33,45,1
3082,33,46,1
3083,33,47,13
3084,33,48,1
3085,33,49,1
3086,33,50,1
3087,33,51,26
3088,33,52,1
3089,33,53,1
3090,33,54,1
3091,33,55,46
3092,33,56,1
3093,33,57,1
3094,33,58,43
3095,33,59,42
3096,33,60,1
3097,33,61,26
3098,33,62,10
3099,33,63,1
3100,33,64,1
3101,33,65,46
3102,33,66,1
3103,33,67,32
3104,33,68,1
3105,33,69,1
3106,33,70,1
3107,33,71,38
3108,33,72,31
3109,33,73,10
3110,33,74,25
3111,33,75,2
3112,33,76,3
3113,33,77,15
3114,33,78,39
3115,33,79,1
3116,33,80,1
3117,33,81,1
3118,33,82,22
3119,33,83,20
3120,33,84,10
3121,33,85,7
3122,33,86,6
3123,33,87,13
3124,33,88,7
3125,33,89,3
3126,33,90,3
3127,33,91,3
3128,34,0,7
3129,34,1,7
3130,34,2,3
3131,34,3,4
3132,34,4,6
3133,34,5,5
3134,34,6,2
3135,34,7,2
3136,34,8,6
3137,34,9,8
3138,34,10,31
3139,34,11,1
3140,34,12,1
3141,34,13,1
3142,34,14,1
3143,34,15,35
3144,34,16,9
3145,34,17,29
3146,34,18,16
3147,34,19,34
3148,34,20,10
3149,34,21,20
3150,34,22,38
3151,34,23,1
3152,34,24,1
3153,34,25,1
3154,34,26,1
3155,34,27,1
3156,34,28,1
3157,34,29,1
3158,34,30,1
3159,34,31,1
3160,34,32,1
3161,34,33,1
3162,34,34,1
3163,34,35,1
3164,34,36,1
3165,34,37,1
3166,34,38,1
3167,34,39,1
3168,34,40,1
3169,34,41,1
3170,34,42,1
3171,34,43,1
3172,34,44,1
3173,34,45,1
3174,34,46,1
3175,34,47,1
3176,34,48,9
3177,34,49,1
3178,34,50,1
3179,34,51,1
3180,34,52,1
3181,34,53,1
3182,34,54,1
3183,34,55,22
3184,34,56,1
3185,34,57,1
3186,34,58,46
3187,34,59,1
3188,34,60,30
3189,34,61,20
3190,34,62,20
3191,34,63,1
3192,34,64,1
3193,34,65,39
3194,34,66,1
3195,34,67,46
3196,34,68,1
3197,34,69,33
3198,34,70,1
3199,34,71,1
3200,34,72,1
3201,34,73,10
3202,34,74,12
3203,34,75,25
3204,34,76,25
3205,34,77,10
3206,34,78,27
3207,34,79,1
3208,34,80,1
3209,34,81,1
3210,34,82,1
3211,34,83,1
3212,34,84,19
3213,34,85,8
3214,34,86,6
3215,34,87,5
3216,34,88,3
3217,34,89,3
